Datetime,Open,High,Low,Close,Volume,OpenInterest
2024-11-09 00:00:00+00:00,2961.5,2961.51,2961.3,2961.3,7.7064,0
2024-11-09 00:01:00+00:00,2961.3,2961.3,2959.21,2959.21,21.5733,0
2024-11-09 00:02:00+00:00,2959.21,2959.22,2956.96,2958.46,40.47,0
2024-11-09 00:03:00+00:00,2958.73,2958.8,2956.92,2956.92,20.7565,0
2024-11-09 00:04:00+00:00,2956.41,2956.41,2954.83,2955.63,17.5839,0
2024-11-09 00:05:00+00:00,2956.2,2957.28,2955.68,2955.69,32.6913,0
2024-11-09 00:06:00+00:00,2956.29,2961.09,2956.29,2960.89,64.7415,0
2024-11-09 00:07:00+00:00,2960.88,2962.23,2960.71,2961.6,12.2019,0
2024-11-09 00:08:00+00:00,2961.38,2962.74,2961.17,2962.25,29.2549,0
2024-11-09 00:09:00+00:00,2962.25,2964.99,2962.25,2964.86,17.4346,0
2024-11-09 00:10:00+00:00,2964.87,2965.93,2964.85,2965.86,17.0447,0
2024-11-09 00:11:00+00:00,2965.7,2966.39,2965.01,2966.21,23.3305,0
2024-11-09 00:12:00+00:00,2966.4,2972.32,2966.4,2971.47,122.2644,0
2024-11-09 00:13:00+00:00,2971.46,2971.46,2968.7,2969.18,33.838,0
2024-11-09 00:14:00+00:00,2969.17,2970.45,2968.95,2969.03,35.323,0
2024-11-09 00:15:00+00:00,2969.03,2969.25,2968.75,2969.02,28.8038,0
2024-11-09 00:16:00+00:00,2969.02,2969.02,2968.42,2968.94,17.4896,0
2024-11-09 00:17:00+00:00,2968.94,2969.58,2968.94,2969.58,47.6155,0
2024-11-09 00:18:00+00:00,2969.57,2969.57,2968.21,2969.01,13.7749,0
2024-11-09 00:19:00+00:00,2969.0,2969.0,2966.04,2967.0,50.5025,0
2024-11-09 00:20:00+00:00,2966.99,2970.87,2966.67,2969.75,60.7451,0
2024-11-09 00:21:00+00:00,2969.75,2972.23,2969.75,2972.22,75.944,0
2024-11-09 00:22:00+00:00,2972.23,2973.73,2972.23,2973.51,29.533,0
2024-11-09 00:23:00+00:00,2973.52,2974.19,2973.52,2974.1,5.8866,0
2024-11-09 00:24:00+00:00,2974.09,2974.09,2971.78,2973.62,40.9861,0
2024-11-09 00:25:00+00:00,2973.62,2973.62,2971.76,2971.77,23.9894,0
2024-11-09 00:26:00+00:00,2971.77,2973.21,2971.77,2973.21,22.6994,0
2024-11-09 00:27:00+00:00,2973.21,2973.79,2973.2,2973.66,15.6193,0
2024-11-09 00:28:00+00:00,2973.66,2973.67,2970.07,2970.07,31.1276,0
2024-11-09 00:29:00+00:00,2970.07,2970.07,2969.3,2969.3,5.4896,0
2024-11-09 00:30:00+00:00,2969.1,2969.85,2968.95,2969.85,22.1465,0
2024-11-09 00:31:00+00:00,2969.84,2969.84,2968.7,2968.7,20.172,0
2024-11-09 00:32:00+00:00,2968.7,2968.7,2966.8,2966.8,73.5804,0
2024-11-09 00:33:00+00:00,2966.81,2968.04,2966.8,2967.85,100.2385,0
2024-11-09 00:34:00+00:00,2967.85,2967.85,2961.87,2966.0,185.7592,0
2024-11-09 00:35:00+00:00,2966.01,2969.31,2966.0,2969.0,80.4923,0
2024-11-09 00:36:00+00:00,2968.99,2969.0,2968.27,2968.27,13.0395,0
2024-11-09 00:37:00+00:00,2968.27,2968.65,2968.26,2968.65,17.8886,0
2024-11-09 00:38:00+00:00,2968.64,2971.25,2968.49,2971.25,46.7992,0
2024-11-09 00:39:00+00:00,2971.66,2977.84,2970.94,2977.34,200.5676,0
2024-11-09 00:40:00+00:00,2977.45,2981.99,2977.45,2981.0,192.545,0
2024-11-09 00:41:00+00:00,2981.0,2981.0,2979.59,2979.91,115.4602,0
2024-11-09 00:42:00+00:00,2979.63,2981.89,2979.63,2981.74,155.5739,0
2024-11-09 00:43:00+00:00,2981.98,2985.0,2981.45,2985.0,117.3742,0
2024-11-09 00:44:00+00:00,2984.99,2986.49,2984.18,2986.49,39.281,0
2024-11-09 00:45:00+00:00,2986.49,2986.49,2983.51,2984.29,218.7399,0
2024-11-09 00:46:00+00:00,2984.32,2985.99,2984.09,2984.39,242.6414,0
2024-11-09 00:47:00+00:00,2984.38,2987.5,2980.73,2980.73,399.1507,0
2024-11-09 00:48:00+00:00,2980.68,2986.14,2980.67,2986.14,153.5551,0
2024-11-09 00:49:00+00:00,2986.63,2989.78,2986.63,2989.78,191.7799,0
2024-11-09 00:50:00+00:00,2989.76,2992.28,2988.34,2992.28,249.2159,0
2024-11-09 00:51:00+00:00,2992.27,2992.27,2985.61,2991.8,295.3232,0
2024-11-09 00:52:00+00:00,2991.79,2991.8,2989.06,2991.8,178.2972,0
2024-11-09 00:53:00+00:00,2992.03,2993.83,2991.3,2993.83,204.1013,0
2024-11-09 00:54:00+00:00,2993.98,2994.0,2991.04,2991.04,433.2831,0
2024-11-09 00:55:00+00:00,2991.04,2991.04,2984.73,2984.96,407.1267,0
2024-11-09 00:56:00+00:00,2985.36,2985.36,2983.29,2983.29,211.8632,0
2024-11-09 00:57:00+00:00,2983.28,2985.36,2978.45,2985.35,431.3704,0
2024-11-09 00:58:00+00:00,2985.67,2989.21,2985.67,2986.35,317.1942,0
2024-11-09 00:59:00+00:00,2986.35,2986.35,2981.87,2982.17,255.1987,0
2024-11-09 01:00:00+00:00,2982.18,2982.18,2978.27,2978.27,326.0727,0
2024-11-09 01:01:00+00:00,2978.27,2981.51,2977.83,2981.51,413.8007,0
2024-11-09 01:02:00+00:00,2981.51,2983.5,2980.82,2983.5,400.6035,0
2024-11-09 01:03:00+00:00,2983.51,2983.55,2978.57,2978.98,333.51,0
2024-11-09 01:04:00+00:00,2978.99,2980.13,2977.97,2979.9,177.9271,0
2024-11-09 01:05:00+00:00,2980.03,2983.28,2979.57,2980.86,630.7113,0
2024-11-09 01:06:00+00:00,2981.26,2983.4,2981.26,2982.95,278.4246,0
2024-11-09 01:07:00+00:00,2982.9,2982.94,2977.89,2979.2,371.8352,0
2024-11-09 01:08:00+00:00,2979.41,2980.37,2978.62,2979.26,502.5028,0
2024-11-09 01:09:00+00:00,2979.53,2979.53,2978.4,2979.52,187.2134,0
2024-11-09 01:10:00+00:00,2979.52,2981.32,2978.51,2981.32,354.5429,0
2024-11-09 01:11:00+00:00,2981.32,2986.24,2981.32,2986.12,467.4667,0
2024-11-09 01:12:00+00:00,2986.12,2991.0,2986.12,2988.89,499.4708,0
2024-11-09 01:13:00+00:00,2989.37,2991.89,2988.75,2991.2,187.2229,0
2024-11-09 01:14:00+00:00,2991.06,2991.9,2990.33,2990.34,110.8305,0
2024-11-09 01:15:00+00:00,2990.34,2991.79,2985.67,2985.68,208.2415,0
2024-11-09 01:16:00+00:00,2985.68,2987.82,2984.99,2987.17,406.9894,0
2024-11-09 01:17:00+00:00,2987.7,2992.41,2987.26,2987.26,216.6071,0
2024-11-09 01:18:00+00:00,2987.26,2989.1,2987.26,2988.34,50.9491,0
2024-11-09 01:19:00+00:00,2988.04,2990.25,2987.6,2987.71,48.9343,0
2024-11-09 01:20:00+00:00,2987.71,2989.35,2985.92,2986.15,373.3928,0
2024-11-09 01:21:00+00:00,2986.15,2987.54,2984.59,2985.31,368.5672,0
2024-11-09 01:22:00+00:00,2985.31,2985.31,2981.7,2983.66,273.9029,0
2024-11-09 01:23:00+00:00,2983.67,2986.8,2983.67,2985.62,323.1575,0
2024-11-09 01:24:00+00:00,2985.63,2986.64,2982.09,2982.09,341.7506,0
2024-11-09 01:25:00+00:00,2982.11,2983.21,2982.11,2983.21,72.7464,0
2024-11-09 01:26:00+00:00,2983.36,2986.32,2983.36,2986.32,187.1092,0
2024-11-09 01:27:00+00:00,2986.36,2986.36,2983.83,2985.19,198.7535,0
2024-11-09 01:28:00+00:00,2984.98,2985.4,2982.24,2983.44,313.449,0
2024-11-09 01:29:00+00:00,2983.45,2983.45,2979.31,2979.32,38.0534,0
2024-11-09 01:30:00+00:00,2979.32,2979.32,2975.17,2975.99,49.4835,0
2024-11-09 01:31:00+00:00,2976.0,2980.5,2975.67,2980.35,64.8461,0
2024-11-09 01:32:00+00:00,2980.47,2985.13,2980.47,2984.94,70.0325,0
2024-11-09 01:33:00+00:00,2984.95,2985.59,2982.75,2982.75,49.3085,0
2024-11-09 01:34:00+00:00,2982.59,2982.93,2980.67,2980.67,17.9639,0
2024-11-09 01:35:00+00:00,2980.53,2981.23,2976.25,2981.23,101.1643,0
2024-11-09 01:36:00+00:00,2981.22,2982.67,2980.81,2981.94,58.1354,0
2024-11-09 01:37:00+00:00,2981.99,2982.67,2981.88,2982.67,34.4914,0
2024-11-09 01:38:00+00:00,2982.69,2984.09,2982.69,2983.73,34.4426,0
2024-11-09 01:39:00+00:00,2983.73,2989.14,2983.73,2988.34,80.9272,0
2024-11-09 01:40:00+00:00,2987.57,2989.7,2987.13,2989.56,159.1907,0
2024-11-09 01:41:00+00:00,2989.56,2991.4,2987.63,2991.4,127.1228,0
2024-11-09 01:42:00+00:00,2992.0,2994.45,2992.0,2993.03,232.962,0
2024-11-09 01:43:00+00:00,2993.03,2993.93,2989.38,2989.59,154.0828,0
2024-11-09 01:44:00+00:00,2989.58,2991.32,2988.63,2989.97,186.3215,0
2024-11-09 01:45:00+00:00,2990.2,2990.48,2987.99,2989.23,93.5702,0
2024-11-09 01:46:00+00:00,2989.22,2989.22,2984.44,2985.35,296.8527,0
2024-11-09 01:47:00+00:00,2985.38,2986.49,2984.27,2986.18,239.1284,0
2024-11-09 01:48:00+00:00,2986.21,2988.0,2984.04,2984.77,229.7386,0
2024-11-09 01:49:00+00:00,2984.78,2985.62,2981.72,2982.01,116.1823,0
2024-11-09 01:50:00+00:00,2982.48,2985.59,2982.18,2983.78,342.3792,0
2024-11-09 01:51:00+00:00,2983.47,2985.01,2982.57,2984.85,297.6307,0
2024-11-09 01:52:00+00:00,2984.85,2985.59,2984.24,2985.4,289.5184,0
2024-11-09 01:53:00+00:00,2985.02,2988.79,2983.96,2988.31,306.1841,0
2024-11-09 01:54:00+00:00,2988.31,2991.53,2987.35,2990.65,172.8526,0
2024-11-09 01:55:00+00:00,2990.64,2991.07,2986.18,2986.43,292.8163,0
2024-11-09 01:56:00+00:00,2986.43,2986.43,2982.95,2982.99,159.6491,0
2024-11-09 01:57:00+00:00,2983.52,2986.07,2983.0,2983.0,151.9781,0
2024-11-09 01:58:00+00:00,2983.01,2987.43,2983.01,2986.41,301.8621,0
2024-11-09 01:59:00+00:00,2986.55,2986.84,2985.64,2985.65,150.7394,0
2024-11-09 02:00:00+00:00,2985.66,2986.63,2983.32,2983.42,531.8209,0
2024-11-09 02:01:00+00:00,2983.74,2984.06,2981.91,2983.2,98.7258,0
2024-11-09 02:02:00+00:00,2982.71,2986.36,2982.71,2982.81,190.0311,0
2024-11-09 02:03:00+00:00,2982.82,2984.58,2982.66,2984.01,290.4732,0
2024-11-09 02:04:00+00:00,2984.0,2984.0,2982.38,2982.39,28.7154,0
2024-11-09 02:05:00+00:00,2982.39,2982.39,2980.89,2982.01,212.3323,0
2024-11-09 02:06:00+00:00,2982.0,2983.25,2981.5,2982.92,321.6285,0
2024-11-09 02:07:00+00:00,2983.1,2983.58,2982.58,2982.59,125.843,0
2024-11-09 02:08:00+00:00,2982.59,2984.5,2982.59,2982.98,167.4923,0
2024-11-09 02:09:00+00:00,2982.98,2983.45,2982.45,2982.46,73.5123,0
2024-11-09 02:10:00+00:00,2982.46,2983.19,2980.11,2980.12,213.9989,0
2024-11-09 02:11:00+00:00,2980.11,2980.12,2978.31,2978.32,46.5336,0
2024-11-09 02:12:00+00:00,2978.32,2981.26,2978.32,2980.51,143.7889,0
2024-11-09 02:13:00+00:00,2980.22,2980.22,2977.69,2977.7,69.7886,0
2024-11-09 02:14:00+00:00,2977.69,2977.69,2964.8,2969.93,395.0654,0
2024-11-09 02:15:00+00:00,2969.94,2971.13,2967.16,2970.33,247.3272,0
2024-11-09 02:16:00+00:00,2970.73,2972.19,2970.33,2972.12,194.1188,0
2024-11-09 02:17:00+00:00,2972.12,2973.5,2971.58,2971.72,160.4281,0
2024-11-09 02:18:00+00:00,2971.71,2972.72,2971.39,2972.44,146.4983,0
2024-11-09 02:19:00+00:00,2972.71,2972.71,2969.48,2971.72,211.4551,0
2024-11-09 02:20:00+00:00,2971.71,2971.71,2970.9,2970.91,120.8505,0
2024-11-09 02:21:00+00:00,2970.9,2970.9,2966.82,2966.82,224.959,0
2024-11-09 02:22:00+00:00,2966.78,2969.8,2966.72,2969.8,245.6199,0
2024-11-09 02:23:00+00:00,2969.79,2969.79,2962.11,2964.37,264.5068,0
2024-11-09 02:24:00+00:00,2964.37,2969.61,2964.37,2969.24,439.0804,0
2024-11-09 02:25:00+00:00,2969.21,2969.76,2967.63,2967.63,189.3851,0
2024-11-09 02:26:00+00:00,2967.64,2970.91,2967.02,2970.86,414.5679,0
2024-11-09 02:27:00+00:00,2970.93,2973.91,2970.93,2973.9,154.8553,0
2024-11-09 02:28:00+00:00,2973.91,2974.25,2973.9,2974.25,122.4351,0
2024-11-09 02:29:00+00:00,2974.25,2974.26,2972.58,2973.25,102.4104,0
2024-11-09 02:30:00+00:00,2973.24,2973.37,2969.19,2970.18,180.4489,0
2024-11-09 02:31:00+00:00,2970.82,2974.29,2970.82,2973.33,211.3245,0
2024-11-09 02:32:00+00:00,2973.37,2976.88,2973.37,2976.87,34.8755,0
2024-11-09 02:33:00+00:00,2976.87,2977.0,2975.76,2976.28,69.8019,0
2024-11-09 02:34:00+00:00,2976.59,2976.59,2975.31,2975.32,14.3191,0
2024-11-09 02:35:00+00:00,2975.32,2977.5,2975.32,2976.44,52.4482,0
2024-11-09 02:36:00+00:00,2976.45,2977.39,2975.77,2975.77,26.434,0
2024-11-09 02:37:00+00:00,2975.78,2976.3,2972.12,2974.21,92.1083,0
2024-11-09 02:38:00+00:00,2974.22,2974.91,2973.69,2973.72,125.6185,0
2024-11-09 02:39:00+00:00,2973.71,2973.71,2972.17,2972.24,95.5055,0
2024-11-09 02:40:00+00:00,2972.24,2972.24,2969.12,2969.12,51.675,0
2024-11-09 02:41:00+00:00,2968.92,2970.98,2968.65,2970.95,72.6972,0
2024-11-09 02:42:00+00:00,2970.94,2970.94,2969.22,2969.22,38.2391,0
2024-11-09 02:43:00+00:00,2968.87,2969.14,2968.48,2968.48,20.8767,0
2024-11-09 02:44:00+00:00,2968.24,2970.89,2967.36,2970.88,39.4318,0
2024-11-09 02:45:00+00:00,2970.89,2971.47,2970.6,2971.47,47.6726,0
2024-11-09 02:46:00+00:00,2971.47,2972.74,2971.46,2972.7,19.4602,0
2024-11-09 02:47:00+00:00,2972.7,2972.7,2971.13,2972.48,37.3036,0
2024-11-09 02:48:00+00:00,2972.47,2972.47,2971.28,2971.28,44.5826,0
2024-11-09 02:49:00+00:00,2971.04,2971.25,2970.3,2970.31,25.5853,0
2024-11-09 02:50:00+00:00,2970.3,2970.9,2969.74,2970.75,33.2508,0
2024-11-09 02:51:00+00:00,2970.74,2971.43,2970.4,2971.21,25.5747,0
2024-11-09 02:52:00+00:00,2971.21,2974.76,2971.21,2974.55,46.8082,0
2024-11-09 02:53:00+00:00,2974.56,2975.0,2974.06,2975.0,42.2965,0
2024-11-09 02:54:00+00:00,2975.0,2975.1,2974.0,2974.33,43.3804,0
2024-11-09 02:55:00+00:00,2974.47,2974.81,2974.01,2974.3,58.44,0
2024-11-09 02:56:00+00:00,2974.3,2975.96,2974.3,2975.88,125.0236,0
2024-11-09 02:57:00+00:00,2975.88,2977.23,2975.7,2976.8,47.8887,0
2024-11-09 02:58:00+00:00,2976.8,2977.21,2976.79,2977.2,17.7864,0
2024-11-09 02:59:00+00:00,2977.19,2977.19,2976.0,2976.12,35.7486,0
2024-11-09 03:00:00+00:00,2976.12,2976.17,2975.61,2976.17,88.3231,0
2024-11-09 03:01:00+00:00,2976.39,2979.99,2976.39,2979.81,24.8811,0
2024-11-09 03:02:00+00:00,2979.82,2980.06,2978.23,2978.49,34.7914,0
2024-11-09 03:03:00+00:00,2978.49,2978.86,2976.32,2976.79,53.7158,0
2024-11-09 03:04:00+00:00,2976.79,2976.79,2976.14,2976.41,8.5108,0
2024-11-09 03:05:00+00:00,2976.42,2976.42,2972.47,2972.47,34.0633,0
2024-11-09 03:06:00+00:00,2972.47,2973.11,2971.5,2971.6,79.7735,0
2024-11-09 03:07:00+00:00,2971.6,2972.04,2970.4,2970.4,50.9345,0
2024-11-09 03:08:00+00:00,2970.41,2973.55,2970.41,2973.55,38.877,0
2024-11-09 03:09:00+00:00,2973.68,2975.35,2973.07,2973.11,83.9385,0
2024-11-09 03:10:00+00:00,2973.12,2973.52,2972.55,2973.15,61.2318,0
2024-11-09 03:11:00+00:00,2973.15,2974.28,2973.05,2974.15,40.0534,0
2024-11-09 03:12:00+00:00,2974.14,2974.14,2971.03,2971.03,58.2818,0
2024-11-09 03:13:00+00:00,2971.03,2971.66,2970.62,2971.24,48.7065,0
2024-11-09 03:14:00+00:00,2971.25,2972.1,2970.26,2972.1,45.6725,0
2024-11-09 03:15:00+00:00,2972.09,2972.55,2971.81,2971.81,22.4433,0
2024-11-09 03:16:00+00:00,2971.82,2971.82,2969.2,2969.21,42.902,0
2024-11-09 03:17:00+00:00,2969.21,2970.41,2968.37,2970.41,134.2919,0
2024-11-09 03:18:00+00:00,2970.41,2971.4,2970.01,2970.01,52.345,0
2024-11-09 03:19:00+00:00,2970.0,2971.23,2969.85,2970.49,45.2402,0
2024-11-09 03:20:00+00:00,2970.32,2970.85,2970.32,2970.49,53.6571,0
2024-11-09 03:21:00+00:00,2970.49,2972.27,2969.66,2972.27,75.1606,0
2024-11-09 03:22:00+00:00,2972.28,2972.67,2970.9,2971.08,42.2306,0
2024-11-09 03:23:00+00:00,2971.08,2971.67,2970.31,2970.59,48.647,0
2024-11-09 03:24:00+00:00,2970.61,2971.84,2969.98,2969.98,47.8488,0
2024-11-09 03:25:00+00:00,2969.97,2969.98,2969.97,2969.97,36.6309,0
2024-11-09 03:26:00+00:00,2969.98,2969.98,2969.35,2969.52,18.7106,0
2024-11-09 03:27:00+00:00,2969.52,2969.52,2967.18,2967.21,44.8021,0
2024-11-09 03:28:00+00:00,2967.22,2968.8,2966.53,2968.2,56.501,0
2024-11-09 03:29:00+00:00,2968.21,2969.03,2968.21,2969.02,21.427,0
2024-11-09 03:30:00+00:00,2969.02,2969.02,2967.1,2967.1,17.1246,0
2024-11-09 03:31:00+00:00,2967.09,2967.09,2966.46,2966.61,6.8616,0
2024-11-09 03:32:00+00:00,2966.62,2966.62,2966.25,2966.25,4.4674,0
2024-11-09 03:33:00+00:00,2966.25,2967.0,2966.25,2966.99,17.0513,0
2024-11-09 03:34:00+00:00,2966.99,2969.43,2966.99,2968.73,23.5517,0
2024-11-09 03:35:00+00:00,2968.66,2969.37,2968.06,2969.37,6.6739,0
2024-11-09 03:36:00+00:00,2969.39,2969.39,2967.37,2968.23,18.5193,0
2024-11-09 03:37:00+00:00,2968.23,2968.23,2966.55,2966.55,6.699,0
2024-11-09 03:38:00+00:00,2966.55,2967.36,2966.55,2967.14,16.1978,0
2024-11-09 03:39:00+00:00,2967.14,2967.14,2966.28,2966.28,15.721,0
2024-11-09 03:40:00+00:00,2966.27,2968.13,2966.27,2968.13,30.9389,0
2024-11-09 03:41:00+00:00,2968.12,2968.12,2967.11,2967.77,12.575,0
2024-11-09 03:42:00+00:00,2967.77,2967.78,2966.69,2966.94,2.7605,0
2024-11-09 03:43:00+00:00,2966.94,2968.13,2966.93,2968.05,6.6539,0
2024-11-09 03:44:00+00:00,2967.92,2969.2,2967.83,2969.2,8.8029,0
2024-11-09 03:45:00+00:00,2969.21,2969.21,2966.22,2966.4,21.7225,0
2024-11-09 03:46:00+00:00,2966.4,2966.4,2965.96,2965.96,4.5842,0
2024-11-09 03:47:00+00:00,2965.96,2965.96,2963.8,2963.81,14.0956,0
2024-11-09 03:48:00+00:00,2963.81,2965.13,2962.83,2962.83,27.0737,0
2024-11-09 03:49:00+00:00,2962.83,2964.68,2962.83,2964.67,35.0638,0
2024-11-09 03:50:00+00:00,2964.67,2964.69,2964.29,2964.29,8.081,0
2024-11-09 03:51:00+00:00,2964.28,2964.29,2962.7,2962.81,5.6185,0
2024-11-09 03:52:00+00:00,2962.81,2963.91,2962.81,2963.66,21.2799,0
2024-11-09 03:53:00+00:00,2963.66,2963.67,2962.31,2962.32,4.793,0
2024-11-09 03:54:00+00:00,2962.32,2964.38,2962.32,2964.38,33.6155,0
2024-11-09 03:55:00+00:00,2964.59,2965.61,2964.35,2965.61,8.6664,0
2024-11-09 03:56:00+00:00,2965.6,2965.6,2963.94,2963.94,16.676,0
2024-11-09 03:57:00+00:00,2963.93,2965.2,2963.93,2965.08,9.9146,0
2024-11-09 03:58:00+00:00,2965.08,2965.31,2964.85,2965.3,8.8137,0
2024-11-09 03:59:00+00:00,2965.31,2966.37,2965.31,2965.76,13.034,0
2024-11-09 04:00:00+00:00,2965.76,2966.4,2965.76,2966.4,22.262,0
2024-11-09 04:01:00+00:00,2966.4,2967.88,2966.4,2967.68,20.1289,0
2024-11-09 04:02:00+00:00,2967.68,2967.87,2967.46,2967.86,4.9302,0
2024-11-09 04:03:00+00:00,2967.86,2969.38,2967.86,2969.38,4.943,0
2024-11-09 04:04:00+00:00,2969.43,2969.62,2967.59,2967.59,22.6336,0
2024-11-09 04:05:00+00:00,2967.13,2967.13,2967.12,2967.12,29.3737,0
2024-11-09 04:06:00+00:00,2967.13,2967.13,2966.58,2966.59,3.7179,0
2024-11-09 04:07:00+00:00,2966.59,2966.59,2965.68,2966.59,22.1635,0
2024-11-09 04:08:00+00:00,2966.59,2968.67,2966.58,2968.67,18.8238,0
